address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"290 El Portal Way,","2,312",2,,5,1968,San Jose,46,"6,100",541,Single Family Home,8,7,NR,29-Jun-18,1250000,CA,95119
"2515 Lodi Ln,","2,326",2,1,5,1961,San Jose,2.06%,"7,020",744,Single Family Home,9,6,6,29-Jun-18,1730000,CA,95124
"5568 Snowdon Pl,","3,107",3,1,4,1996,San Jose,66,"8,540",644,Single Family Home,9,9,8,29-Jun-18,2000000,CA,95138
"4221 Corte De Tebaldi,","1,614",2,,3,1975,San Jose,28,"8,400",991,Single Family Home,9,8,8,29-Jun-18,1600000,CA,95118
"5711 La Seyne Pl,","6,920",5,,5,1999,San Jose,2,0.27,592,Single Family Home,9,9,9,29-Jun-18,4100000,CA,95138
"602 Hermes Ct,","1,496",2,1,3,1989,San Jose,38,"3,002",498,Condo/Townhome/Row Home/Co-Op,6,9,2,30-Jun-18,745000,CA,95111
"1576 Calco Creek Dr,","2,659",3,,4,1999,San Jose,51,0.43,553,Single Family Home,5,NR,5,30-Jun-18,1470000,CA,95127
"2154 Pettigrew Dr,","1,645",2,1,3,1998,San Jose,360,"4,745",419,Single Family Home,5,4,8,1-Jul-18,690000,CA,95148
"316 Chynoweth Ave,","1,123",2,,3,1985,San Jose,171.23%,"8,380",882,Single Family Home,4,8,9,2-Jul-18,990000,CA,95136
"3402 Pinotin Ct,","1,896",2,,3,2003,San Jose,145,"7,800",567,Single Family Home,9,8,10,2-Jul-18,1075000,CA,95148
"5709 Judith St,","2,193",3,,5,1964,San Jose,49,"6,510",455,Single Family Home,3,8,5,2-Jul-18,998000,CA,95123
"411 Lewis Rd Spc 238,",672,2,,2,1965,San Jose,342,,186,Mfd/Mobile Home,6,6,5,2-Jul-18,125000,CA,95111
"5698 Makati Cir Apt B,",543,1,,1,1982,San Jose,32,436,862,Condo/Townhome/Row Home/Co-Op,5,7,9,2-Jul-18,468000,CA,95123
"2060 Calview Ave,","1,119",2,,3,1959,San Jose,31,"6,500",767,Single Family Home,5,3,4,2-Jul-18,858000,CA,95122
"4484 George Oaks Dr,","1,457",2,,3,1983,San Jose,46,"5,995",885,Single Family Home,8,5,8,2-Jul-18,1290000,CA,95118
"3052 Peppermint Dr,","1,203",2,,3,1967,San Jose,42,"6,798",748,Single Family Home,5,8,10,29-Jun-18,900000,CA,95148
"6854 Burnside Dr,","2,240",3,,4,1972,San Jose,10.34%,"8,050",714,Single Family Home,10,8,10,29-Jun-18,1600000,CA,95120
"6271 Hopi Cir,","1,738",2,,4,1968,San Jose,43,"5,974",673,Single Family Home,7,8,NR,29-Jun-18,1170000,CA,95123
"6312 Whaley Dr,","1,340",2,,2,1974,San Jose,71,"2,400",511,Condo/Townhome/Row Home/Co-Op,9,9,10,29-Jun-18,685000,CA,95135
"3535 Columbine Dr,","1,324",2,,3,1961,San Jose,87,"6,363",650,Single Family Home,3,3,5,29-Jun-18,860000,CA,95127
"1723 Morning Glory Ln,","1,346",2,,3,1959,San Jose,22,"7,000","1,003",Single Family Home,8,8,9,29-Jun-18,1350000,CA,95124
"889 Monarch Cir,","1,257",2,,2,1999,San Jose,14,"1,257",660,Condo/Townhome/Row Home/Co-Op,7,7,9,29-Jun-18,830000,CA,95138
"235 Copco Ln,","1,367",2,,3,1966,San Jose,64,"6,100",725,Single Family Home,5,7,5,29-Jun-18,991000,CA,95123
"407 Bluefield Dr,","2,084",2,,4,1970,San Jose,21,"7,000",605,Single Family Home,7,5,NR,29-Jun-18,1260000,CA,95136
"3428 Glenprosen Ct,","1,864",2,1,3,2000,San Jose,37,"3,164",692,Single Family Home,9,8,10,29-Jun-18,1290000,CA,95148
"5215 Cribari Dl,","1,240",2,,2,1970,San Jose,41,"1,664",369,Condo/Townhome/Row Home/Co-Op,6,9,10,29-Jun-18,458000,CA,95135
"3411 La Terrace Cir,",650,1,,1,1985,San Jose,44,436,808,Condo/Townhome/Row Home/Co-Op,4,6,NR,29-Jun-18,525000,CA,95123
"2720 Avenue B,","1,644",2,1,3,1985,San Jose,46,"5,280",478,Single Family Home,NR,4,NR,29-Jun-18,786000,CA,95127
"4628 Hampton Falls Pl,","1,992",2,1,3,1993,San Jose,29,"1,298",545,Condo/Townhome/Row Home/Co-Op,6,5,NR,29-Jun-18,1085000,CA,95136
"7228 Martwood Way,","1,470",2,1,3,1985,San Jose,1.13%,"2,500",766,Single Family Home,10,8,10,29-Jun-18,1126000,CA,95120
"2956 Fruitdale Ave,","2,025",2,,3,1950,San Jose,36,0.24,730,Single Family Home,6,5,5,29-Jun-18,1479000,CA,95128
"4506 Bolero Dr,","1,137",2,,3,1958,San Jose,29,"5,700",721,Single Family Home,4,4,5,27-Jun-18,820000,CA,95111
"7318 Alexis Manor Pl,","2,723",3,,5,1999,San Jose,35,"7,083",716,Single Family Home,10,8,10,27-Jun-18,1950000,CA,95120
"514 N 21st St,",884,1,,2,1916,San Jose,44.90%,"6,250",343,Single Family Home,3,5,NR,28-Jun-18,303000,CA,95112
"4088 Louvre Ave,","3,131",4,,5,1998,San Jose,6.36%,"6,791",611,Single Family Home,9,9,10,28-Jun-18,1914545,CA,95135
"2151 Oakland Rd Spc 218,","1,416",2,,3,2008,San Jose,34,,162,Mfd/Mobile Home,6,2,NR,28-Jun-18,230000,CA,95131
"198 N 12th St,","2,336",4,,9,1920,San Jose,58,"4,905",387,Multi-Family Home,3,5,NR,28-Jun-18,905000,CA,95112
"616 Devlin Ct,",720,1,,1,1985,San Jose,12.89%,877,706,Condo/Townhome/Row Home/Co-Op,7,6,1,28-Jun-18,508000,CA,95133
"1469 Alma Loop,","1,071",2,,2,1984,San Jose,43,436,668,Condo/Townhome/Row Home/Co-Op,8,6,6,28-Jun-18,715000,CA,95125
"83 Cashew Blossom Dr,","1,551",2,,3,1972,San Jose,43,"5,974",677,Single Family Home,5,4,9,28-Jun-18,1050000,CA,95123
"1136 Lincoln Ct,","1,257",2,,3,1939,San Jose,49,"7,803","1,086",Single Family Home,9,6,6,28-Jun-18,1365000,CA,95125
"1155 Foxchase Dr,","1,021",1,,1,1984,San Jose,3.79%,436,537,Condo/Townhome/Row Home/Co-Op,6,6,8,28-Jun-18,548000,CA,95123
"6219 Running Springs Rd,","2,246",3,,4,1996,San Jose,48,"8,625",623,Single Family Home,9,9,10,28-Jun-18,1400000,CA,95135
"273 Sumba Ct,","1,122",2,,2,1985,San Jose,51,"1,250",624,Condo/Townhome/Row Home/Co-Op,4,8,5,28-Jun-18,700000,CA,95123
"2169 Walnut Grove Ave,","1,704",2,,4,1949,San Jose,64,"7,370",821,Single Family Home,4,6,7,28-Jun-18,1399000,CA,95128
"5212 Meridian Ave,","1,748",2,1,3,1980,San Jose,42,"1,692",561,Condo/Townhome/Row Home/Co-Op,8,8,8,28-Jun-18,980000,CA,95118
"1376 Branham Ln Unit 4,",798,1,,2,1970,San Jose,18,"7,080",667,Condo/Townhome/Row Home/Co-Op,4,5,8,26-Jun-18,532000,CA,95118
"8352 Charbono Ct,","1,370",2,,2,1978,San Jose,"$689,000 ","2,960",503,Condo/Townhome/Row Home/Co-Op,9,9,10,26-Jun-18,689000,CA,95135
"2144 Parkwood Way,","1,159",1,,3,1952,San Jose,55,"6,344","1,044",Single Family Home,9,6,6,26-Jun-18,1210000,CA,95125
"1965 Randolph Dr,","1,344",1,1,3,1951,San Jose,31.50%,"6,400",978,Single Family Home,5,5,5,26-Jun-18,1315000,CA,95128
"5604 Silver Leaf Rd,","2,149",3,,5,1978,San Jose,129,"7,313",442,Single Family Home,6,7,9,26-Jun-18,950000,CA,95138
"638 Marble Arch Ave,","1,057",2,1,2,2000,San Jose,27,"1,057",825,Condo/Townhome/Row Home/Co-Op,7,9,NR,26-Jun-18,872000,CA,95136
"5494 Chesbro Ave,","1,531",2,,3,1977,San Jose,69,"6,960",647,Single Family Home,6,8,NR,26-Jun-18,990000,CA,95123
"101 Yasui Ct,","1,697",2,1,3,1992,San Jose,42,"5,384",651,Single Family Home,6,6,8,26-Jun-18,1105000,CA,95138
"38 N Almaden Blvd Unit 400,","1,312",2,,2,2008,San Jose,41,164,785,Condo/Townhome/Row Home/Co-Op,3,3,7,26-Jun-18,1030000,CA,95110
"20 Quail Hollow Dr,","1,440",2,,2,1974,San Jose,3.71%,,180,Mfd/Mobile Home,3,5,5,26-Jun-18,259900,CA,95128
"5333 Arezzo Way,","3,684",4,,5,1996,San Jose,7,0.23,547,Single Family Home,9,9,8,26-Jun-18,2015000,CA,95138
"4969 Gentian Ct,","2,066",2,1,4,1976,San Jose,40,"9,100",552,Single Family Home,6,4,9,26-Jun-18,1140000,CA,95111
"1589 Fairway Green Cir,","1,098",2,,2,1988,San Jose,34,"1,764",902,Condo/Townhome/Row Home/Co-Op,6,6,1,26-Jun-18,990000,CA,95131
"6473 San Ignacio Ave,","2,563",3,,5,1972,San Jose,61,"6,000",507,Single Family Home,8,7,8,26-Jun-18,1300000,CA,95119
"3768 San Pablo Ct,","2,992",3,,4,1990,San Jose,42,"5,916",541,Single Family Home,7,6,NR,26-Jun-18,1620000,CA,95127
"6673 Cielito Way,","2,124",2,1,4,1972,San Jose,42,"6,000",565,Single Family Home,5,7,8,26-Jun-18,1200000,CA,95119
"1416 Ridgewood Dr,","1,556",2,,3,1960,San Jose,52,"6,300",816,Single Family Home,8,8,8,22-Jun-18,1270000,CA,95118
"34 Southfield Ct,","1,521",2,1,4,1983,San Jose,49,"5,000",625,Single Family Home,6,7,9,22-Jun-18,950000,CA,95138
"1338 Quail Creek Cir,","1,827",2,,3,1991,San Jose,4.76%,"5,940",832,Single Family Home,9,8,10,22-Jun-18,1520000,CA,95120
"5109 Yucatan Way,","2,331",2,1,4,1968,San Jose,37,"6,180",665,Single Family Home,9,8,8,22-Jun-18,1551000,CA,95118
"259 Oronsay Way,","2,256",2,1,4,1974,San Jose,39,"6,909",510,Single Family Home,5,7,8,24-Jun-18,1150000,CA,95119
"385 Gloria Ave,",720,1,,2,1935,San Jose,48.43%,0.27,639,Single Family Home,4,4,NR,25-Jun-18,460000,CA,95127
"2631 Yerba Vista Ct # 325,",843,2,,2,1988,San Jose,"$639,000 ","1,222",765,Condo/Townhome/Row Home/Co-Op,6,4,8,25-Jun-18,645000,CA,95121
"1302 Kipling Ct,","1,248",1,,3,1962,San Jose,4.34%,"6,174",689,Single Family Home,8,5,8,25-Jun-18,860000,CA,95118
"328 Adeline Ave # 162,","1,323",2,,2,2003,San Jose,"$998,250 ","1,530",669,Condo/Townhome/Row Home/Co-Op,,,,25-Jun-18,885000,CA,95136
"1663 Trona Way,","1,678",3,,4,1961,San Jose,"$1,358,888 ","6,741",793,Single Family Home,7,6,6,25-Jun-18,1330000,CA,95125
"8451 Traminer Ct,","1,571",2,,2,1978,San Jose,1,"3,200",401,Condo/Townhome/Row Home/Co-Op,9,9,10,25-Jun-18,630000,CA,95135
"1467 Glacier Dr,","1,346",2,,3,1964,San Jose,48,"6,500",873,Single Family Home,8,5,8,25-Jun-18,1175000,CA,95118
"1310 Saddle Rack St Apt 416,","1,311",2,,2,2004,San Jose,29,"1,131",698,Condo/Townhome/Row Home/Co-Op,2,7,7,25-Jun-18,915000,CA,95126
"724 Teatree Ct,",922,2,,2,1988,San Jose,32,"1,960",781,Condo/Townhome/Row Home/Co-Op,5,5,5,25-Jun-18,720000,CA,95128
"10288 Lochner Dr,","1,154",2,,4,1954,San Jose,8.51%,"7,350",563,Single Family Home,5,NR,5,25-Jun-18,650000,CA,95127
"2023 Sunset View Pl,","1,103",2,,3,1982,San Jose,43,"4,200",680,Single Family Home,4,2,3,22-Jun-18,750000,CA,95116
"3634 Norwood Ave,","1,902",2,,4,1977,San Jose,36,"8,000",605,Single Family Home,7,8,10,22-Jun-18,1150000,CA,95148
"6352 Firefly Dr,","1,657",2,,4,1972,San Jose,39,"6,000",806,Single Family Home,9,6,8,22-Jun-18,1335000,CA,95120
"4787 Hatfield Walkway Apt 1,",810,1,,2,1973,San Jose,57,"2,580",765,Condo/Townhome/Row Home/Co-Op,7,7,8,22-Jun-18,620000,CA,95124
"1174 Leeward Dr,","1,062",1,1,3,1977,San Jose,2.01%,"6,710",720,Single Family Home,3,4,4,22-Jun-18,765000,CA,95122
"4523 Madoc Way,","1,602",2,,4,1959,San Jose,29,"5,974",911,Single Family Home,8,7,7,22-Jun-18,1460000,CA,95130
"1717 Winston St,","1,666",2,1,3,1989,San Jose,36,"2,880",660,Condo/Townhome/Row Home/Co-Op,6,6,9,22-Jun-18,1100000,CA,95131
"14685 Bronson Ave,",884,1,,2,1950,San Jose,38,"9,125","1,499",Single Family Home,9,8,9,22-Jun-18,1325000,CA,95124
"3636 Sawtooth Ct,","1,157",1,1,3,1969,San Jose,35,"1,360",484,Condo/Townhome/Row Home/Co-Op,2,3,5,22-Jun-18,560000,CA,95111
"553 Giuffrida Ave Apt E,","1,420",2,1,2,1979,San Jose,22,,499,Condo/Townhome/Row Home/Co-Op,4,8,5,22-Jun-18,708000,CA,95123
"852 Minnesota Ave Unit 114,","1,636",2,1,3,1981,San Jose,29,"3,237",672,Condo/Townhome/Row Home/Co-Op,7,6,6,22-Jun-18,1100000,CA,95125
"4539 Crocus Dr,","1,640",2,,4,1976,San Jose,38,"6,600",683,Single Family Home,7,5,5,22-Jun-18,1120000,CA,95136
"657 Cayuga Dr,","1,837",3,,4,1968,San Jose,43,"5,974",572,Single Family Home,7,8,NR,22-Jun-18,1050000,CA,95123
"1541 Petersen Ave,","1,441",2,,3,1958,San Jose,37,"6,900","1,228",Single Family Home,8,7,7,22-Jun-18,1770000,CA,95129
"3069 Teal Ridge Ct,","1,434",2,,3,1988,San Jose,32,436,600,Condo/Townhome/Row Home/Co-Op,7,9,NR,22-Jun-18,861000,CA,95136
"3332 San Marino Ave,","1,165",2,,3,1955,San Jose,44,"4,992",773,Single Family Home,3,6,NR,22-Jun-18,900500,CA,95127
"2660-2662 Sturla Dr,",,"2,857",,6,1979,San Jose,44,,462,Multi-Family Home,5,8,10,21-Jun-18,1320000,CA,95148
"6984 Polvadero Dr,","1,508",2,1,3,1970,San Jose,51,"6,000",580,Single Family Home,5,7,8,21-Jun-18,875000,CA,95119
"222 Chateau La Salle Dr,","1,536",2,,2,1980,San Jose,63,,160,Mfd/Mobile Home,7,9,NR,21-Jun-18,245000,CA,95111
"2104 Shortridge Ave Unit B,","1,652",2,,4,1920,San Jose,48,"5,800",502,Single Family Home,4,2,NR,21-Jun-18,830000,CA,95116
"1391 Melwood Dr,","1,080",2,,3,1960,San Jose,51,"6,148",926,Single Family Home,4,6,8,21-Jun-18,1000000,CA,95118
"189 Kenbrook Cir,","1,008",2,,2,1987,San Jose,38,528,575,Condo/Townhome/Row Home/Co-Op,3,6,5,21-Jun-18,580000,CA,95111
"1306 Shawn Dr Unit 2,",903,1,,2,1970,San Jose,23,"8,250",609,Condo/Townhome/Row Home/Co-Op,4,5,8,21-Jun-18,550000,CA,95118
"5873 Pistoia Way,","2,413",3,,3,1996,San Jose,68,"5,000",680,Single Family Home,9,9,8,21-Jun-18,1640000,CA,95138
"4922 Pony Pass Cir,","1,268",2,1,3,1984,San Jose,42,435,591,Condo/Townhome/Row Home/Co-Op,6,4,9,21-Jun-18,750000,CA,95136
"1420 Davis St,","1,568",2,1,3,1920,San Jose,34,"5,100",733,Single Family Home,4,3,7,21-Jun-18,1150000,CA,95126
"432 S Monroe St,","1,138",2,,3,1951,San Jose,28,"9,984","1,239",Single Family Home,4,5,5,21-Jun-18,1410000,CA,95128
"3491 Jerilyn Dr,","1,273",2,,3,1963,San Jose,51,"6,000",669,Single Family Home,4,4,NR,21-Jun-18,852000,CA,95127
"2916 New Jersey Ave,","1,812",3,,3,1957,San Jose,50,"5,978",728,Single Family Home,5,7,8,21-Jun-18,1320000,CA,95124
"2708 Lavender Ter,","2,124",3,,4,2010,San Jose,10.35%,"3,653",457,Single Family Home,6,6,5,21-Jun-18,970000,CA,95111
"1394 Oslo Ln,","1,288",2,,3,1962,San Jose,5.87%,"6,499",966,Single Family Home,9,8,8,21-Jun-18,1244000,CA,95118
"370 Avenida Arboles,","1,908",2,1,4,1968,San Jose,56,"6,785",576,Single Family Home,4,8,5,21-Jun-18,1099000,CA,95123
"162 Venado Way,","1,120",1,1,3,1966,San Jose,41,"5,141",835,Single Family Home,5,7,9,19-Jun-18,935000,CA,95123
"1410 Flora Ave,","2,629",2,2,4,1949,San Jose,47,0.24,837,Single Family Home,7,7,7,19-Jun-18,2200000,CA,95130
"5838 Halleck Dr,","1,089",1,1,3,1971,San Jose,36,"6,000",992,Single Family Home,4,6,NR,19-Jun-18,1080000,CA,95123
"482 Ivanhoe Ct,","2,533",3,,5,1974,San Jose,61,"6,649",482,Single Family Home,7,5,NR,19-Jun-18,1220000,CA,95136
"1051 Tekman Dr,",912,2,,2,1984,San Jose,11.82%,912,612,Condo/Townhome/Row Home/Co-Op,6,9,2,20-Jun-18,558000,CA,95122
"198 Esfahan Dr Unit 1,","1,452",3,,3,2018,San Jose,2,,661,Condo/Townhome/Row Home/Co-Op,3,6,9,20-Jun-18,960000,CA,95111
"6355 Felder Dr,","1,833",2,,4,1969,San Jose,2.89%,"5,544",529,Single Family Home,6,7,8,20-Jun-18,970000,CA,95123
"5585 Cornell Dr,","1,189",2,,3,1959,San Jose,"$1,074,000 ","6,300","1,304",Single Family Home,8,8,8,20-Jun-18,1550000,CA,95118
"1318 Cherry Ave,","4,028",6,,5,1920,San Jose,106.13%,0.46,919,Single Family Home,7,6,6,20-Jun-18,3700000,CA,95125
"3254 Kenhill Dr,","1,008",1,1,2,1987,San Jose,21,528,476,Condo/Townhome/Row Home/Co-Op,3,6,5,20-Jun-18,480000,CA,95111
"1034 Summerplace Dr,",730,1,,1,1992,San Jose,55,436,547,Condo/Townhome/Row Home/Co-Op,6,9,2,20-Jun-18,399000,CA,95122
"4201 N First St,",800,2,,2,2006,San Jose,105,35.64,138,Mfd/Mobile Home,5,6,8,20-Jun-18,110000,CA,95134
"3768 McKee Rd,","1,434",3,1,3,2017,San Jose,531,,488,Single Family Home,5,4,NR,20-Jun-18,700000,CA,95127
"656 Encore Way,",776,1,,1,1992,San Jose,28,"1,200",966,Condo/Townhome/Row Home/Co-Op,5,6,7,20-Jun-18,750000,CA,95134
"3073 Teal Ridge Ct Unit 38,","1,434",2,,3,1988,San Jose,28,436,610,Condo/Townhome/Row Home/Co-Op,7,9,NR,20-Jun-18,875000,CA,95136
"14041 Aldo Ct,",946,1,,3,1952,San Jose,6.15%,"5,220",729,Single Family Home,6,NR,5,20-Jun-18,690000,CA,95127
"2344 Palmira Way,","1,680",2,1,4,1965,San Jose,19,"5,665",542,Single Family Home,1,4,4,18-Jun-18,910000,CA,95122
"3326 Denton Way,","1,576",2,,4,1965,San Jose,38,"7,128",615,Single Family Home,8,4,8,18-Jun-18,970000,CA,95121
"1529 Sanborn Ave,","2,365",3,,5,1900,San Jose,40,"5,805",486,Multi-Family Home,8,6,6,18-Jun-18,1150000,CA,95110
"401 Colony Knoll Dr,",919,1,,2,1984,San Jose,41,435,653,Condo/Townhome/Row Home/Co-Op,4,8,NR,18-Jun-18,600000,CA,95123
"4974 Rue Le Mans,",988,1,1,2,1985,San Jose,33,435,688,Condo/Townhome/Row Home/Co-Op,6,4,9,18-Jun-18,680000,CA,95136
"5356 Avenida Almendros,","2,011",3,,4,1971,San Jose,62,"6,510",497,Single Family Home,4,8,NR,18-Jun-18,1000000,CA,95123
"1031 Westwood Dr,","1,202",1,,2,1948,San Jose,25,"7,140","1,123",Single Family Home,7,6,6,18-Jun-18,1350000,CA,95125
"4625 Norwich Way,","1,354",2,,4,1963,San Jose,63,"5,665","1,049",Single Family Home,8,7,7,18-Jun-18,1420000,CA,95130
"512 Citadelle Ln,","1,917",3,1,4,2014,San Jose,35,"1,400",506,Condo/Townhome/Row Home/Co-Op,3,NR,4,18-Jun-18,970000,CA,95116
"2443 Sequester Ct,",778,1,,1,1983,San Jose,39,436,681,Condo/Townhome/Row Home/Co-Op,7,6,9,18-Jun-18,530000,CA,95133
"2201 Ceynowa Ln,","2,716",3,,5,1997,San Jose,37,"5,592",512,Single Family Home,8,4,8,18-Jun-18,1390500,CA,95121
"633 S 5th St,","1,710",2,,3,1907,San Jose,42,"6,430",643,Single Family Home,2,2,7,18-Jun-18,1100000,CA,95112
"1572 Coleman Rd,","1,740",2,,4,1965,San Jose,64,"8,060",704,Single Family Home,9,8,8,18-Jun-18,1225000,CA,95120
"2946 Rubino Cir,","2,069",2,1,3,1999,San Jose,47,"3,049",625,Single Family Home,5,5,9,18-Jun-18,1292500,CA,95125
"5450 Monterey Hwy Spc 5,","1,488",2,,3,1975,San Jose,189,,111,Mfd/Mobile Home,3,4,9,18-Jun-18,165000,CA,95111
"6440 Purple Hills Dr,","2,563",3,,5,1972,San Jose,41,"6,000",414,Single Family Home,8,7,8,18-Jun-18,1060000,CA,95119
"612 Cayuga Dr,","1,565",2,,3,1968,San Jose,30,"7,500",740,Single Family Home,7,8,NR,15-Jun-18,1157500,CA,95123
"752 Delmas Ave,","1,271",2,,3,1914,San Jose,8.82%,"5,382",854,Single Family Home,2,7,7,15-Jun-18,1086000,CA,95125
"1090 Walnut Woods Ct,","1,344",2,,4,1985,San Jose,37,0.26,685,Single Family Home,5,2,5,15-Jun-18,920000,CA,95122
"698 Morse St,","2,642",2,1,4,1985,San Jose,49,"7,007",681,Single Family Home,4,3,7,15-Jun-18,1800000,CA,95126
"288 Tradewinds Dr Apt 12,",722,1,,1,1970,San Jose,38,"2,809",598,Condo/Townhome/Row Home/Co-Op,4,8,5,15-Jun-18,432000,CA,95123
"445 Milan Dr Unit 118,","1,240",2,1,2,1992,San Jose,36,"1,400",891,Condo/Townhome/Row Home/Co-Op,5,6,7,15-Jun-18,1105000,CA,95134
"1036 Obrien Ct,","1,273",1,1,3,1939,San Jose,42,"3,520",776,Single Family Home,4,6,7,15-Jun-18,988000,CA,95126
"1967 Camden Ave,","1,206",2,,3,1955,San Jose,21,"5,700",912,Single Family Home,5,7,8,15-Jun-18,1100000,CA,95124
"1794 Michon Ct,","2,426",2,1,5,1969,San Jose,38,0.25,721,Single Family Home,8,8,9,15-Jun-18,1750000,CA,95124
"1818 Camino Leonor,","1,546",2,,3,2007,San Jose,57,"1,226",731,Condo/Townhome/Row Home/Co-Op,6,2,NR,15-Jun-18,1130000,CA,95131
"1628 Bowling Ln,","2,133",3,,3,1962,San Jose,64,"6,600",656,Single Family Home,8,8,8,15-Jun-18,1400000,CA,95118
"4232 Verdigris Cir,","1,616",2,1,3,1996,San Jose,8.06%,"4,200",995,Single Family Home,5,6,8,15-Jun-18,1608000,CA,95134
"3062 Summerhill Ct,","2,230",3,,4,1984,San Jose,22,0.24,635,Single Family Home,9,8,10,15-Jun-18,1415000,CA,95148
"1648 Fairwood Ave,","1,966",2,,4,1959,San Jose,80,"6,180",763,Single Family Home,9,6,6,15-Jun-18,1500000,CA,95125
"4472 Belvedere Dr,","1,547",2,,3,1955,San Jose,30,"6,100","1,021",Single Family Home,8,8,7,15-Jun-18,1580000,CA,95129
"3575 Margate Ave,","1,766",2,,3,1955,San Jose,23,"6,882",713,Single Family Home,6,5,5,14-Jun-18,1260000,CA,95117
"951 Catkin Ct,",922,2,,2,1988,San Jose,7,"1,960",784,Condo/Townhome/Row Home/Co-Op,5,5,5,14-Jun-18,723000,CA,95128
"6137 Yeadon Way,","2,039",3,,4,1996,San Jose,42,"4,000",667,Single Family Home,8,7,5,14-Jun-18,1360000,CA,95119
"6747 Mount Pakron Dr,","2,080",3,,4,1969,San Jose,6.06%,"7,995",841,Single Family Home,10,8,10,14-Jun-18,1750000,CA,95120
"1456 Quartz Way,","1,713",3,,4,1961,San Jose,27,"7,210",919,Single Family Home,8,5,8,14-Jun-18,1575000,CA,95118
"1387 De Altura Cmn,","1,682",2,1,2,2006,San Jose,38,"1,112",588,Condo/Townhome/Row Home/Co-Op,4,6,7,14-Jun-18,988888,CA,95126
"3268 Rocky Water Ln,","1,582",2,,3,1985,San Jose,44,"1,363",569,Condo/Townhome/Row Home/Co-Op,5,4,8,14-Jun-18,900000,CA,95148
"8437 Chenin Blanc Ln,","1,803",2,,2,1978,San Jose,26,"3,360",499,Condo/Townhome/Row Home/Co-Op,9,9,10,14-Jun-18,900000,CA,95135
"3429 Woodside Ct,","1,787",2,1,4,1980,San Jose,29,0.23,644,Single Family Home,8,4,8,14-Jun-18,1150000,CA,95121
"2473 Foxdale Dr,","1,289",2,,3,1968,San Jose,19.55%,"5,500",289,Single Family Home,3,4,4,15-Jun-18,372500,CA,95122
"210 Giddings Ct,","2,137",3,,4,1977,San Jose,"$1,099,000 ","6,050",360,Single Family Home,6,6,8,15-Jun-18,770000,CA,95139
"4696 Ventura Ave,","1,363",2,,3,1966,San Jose,1,"6,400",598,Single Family Home,2,4,9,15-Jun-18,815000,CA,95111
