address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"3868 Kauai Dr,","1,200",2,,4,1960,San Jose,68,"5,151",100,Single Family Home,6,6,5,13-Jun-18,119500,CA,95111
"479 War Admiral Ave,","1,120",2,,3,1961,San Jose,39,"5,500",723,Single Family Home,2,4,9,13-Jun-18,810000,CA,95111
"3621 Sweet Brook Ct,","1,786",2,1,5,1998,San Jose,30,"3,168",479,Single Family Home,6,6,5,14-Jun-18,855000,CA,95111
"2150 Monterey Rd Spc 196,",880,2,,2,1995,San Jose,68,,240,Mfd/Mobile Home,6,7,9,7-Aug-18,211000,CA,95112
"856 S 3rd St,","1,018",2,,3,1908,San Jose,33,"4,000",761,Single Family Home,4,7,7,31-Jul-18,775000,CA,95112
"635 E Mission St,","1,332",2,1,2,1910,San Jose,31,"2,940",627,Single Family Home,3,4,NR,31-Jul-18,835000,CA,95112
"435 N 2nd St Unit 225,","1,548",3,,3,1994,San Jose,21,435,548,Condo/Townhome/Row Home/Co-Op,3,3,4,31-Jul-18,848000,CA,95112
"769 Modern Ice Dr,","1,288",2,1,2,2009,San Jose,39,"1,525",679,Condo/Townhome/Row Home/Co-Op,3,1,NR,30-Jul-18,875000,CA,95112
"964 N 2nd St,","1,932",,,,1950,San Jose,11,"6,771",621,Multi-Family Home,3,4,1,30-Jul-18,1200000,CA,95112
"144 S 3rd St Unit 315,","1,421",2,,2,1996,San Jose,,"1,536",602,Condo/Townhome/Row Home/Co-Op,3,5,7,27-Jul-18,855000,CA,95112
"419 N 5th St,","2,388",4,,6,1906,San Jose,39,"9,404",461,Multi-Family Home,3,3,NR,27-Jul-18,1100000,CA,95112
"144 S 3rd St Unit 134,","1,542",2,1,2,1996,San Jose,41,435,558,Condo/Townhome/Row Home/Co-Op,3,5,7,26-Jul-18,860000,CA,95112
"900 Golden Wheel Park Dr Spc 197,","1,080",2,,2,1982,San Jose,50,,194,Mfd/Mobile Home,6,1,NR,25-Jul-18,210000,CA,95112
"125 Patterson St Unit 303,","1,045",1,1,1,2006,San Jose,73,728,569,Condo/Townhome/Row Home/Co-Op,4,7,7,24-Jul-18,595000,CA,95112
"390 Jackson St,","1,380",2,1,2,2003,San Jose,35,665,696,Condo/Townhome/Row Home/Co-Op,3,3,NR,24-Jul-18,960000,CA,95112
"324 N 20th St,",948,2,,2,1906,San Jose,32,"5,750",949,Single Family Home,3,5,NR,23-Jul-18,900000,CA,95112
"330 N 21st St,","1,408",2,,3,1918,San Jose,28,"7,150",852,Single Family Home,4,5,NR,19-Jul-18,1200000,CA,95112
"280 N 19th St,",652,1,,1,1920,San Jose,57,"3,200",752,Single Family Home,4,5,NR,12-Jul-18,490000,CA,95112
"845 E Taylor St,","1,012",1,,3,1912,San Jose,45,"5,535",860,Single Family Home,4,5,NR,12-Jul-18,870000,CA,95112
"900 Golden Wheel Park Dr Spc 217,","1,440",2,,4,1981,San Jose,86,,181,Mfd/Mobile Home,6,1,NR,12-Jul-18,260000,CA,95112
"346 N 4th St,","1,342",1,,2,1935,San Jose,34,"4,658",679,Single Family Home,3,3,NR,11-Jul-18,911000,CA,95112
"144 S 3rd St Unit 520,",858,1,,1,1996,San Jose,43,871,815,Condo/Townhome/Row Home/Co-Op,3,5,7,10-Jul-18,699000,CA,95112
"522 N 20th St,","1,446",2,,3,1950,San Jose,,"6,250",854,Single Family Home,4,5,NR,6-Jul-18,1235000,CA,95112
"616 Boardwalk,","1,224",2,,3,2007,San Jose,32,"1,224",734,Condo/Townhome/Row Home/Co-Op,3,4,1,3-Jul-18,898000,CA,95112
"122 N 18th St,","1,806",3,,3,1923,San Jose,62,"6,250",581,Single Family Home,4,5,NR,3-Jul-18,1050000,CA,95112
"710 E San Fernando St,","2,062",,,4,1920,San Jose,38,"4,420",606,Multi-Family Home,3,2,NR,29-Jun-18,1250000,CA,95112
"1248 S 2nd St,","1,284",3,,5,1920,San Jose,43,"5,452",706,Single Family Home,8,9,7,29-Jun-18,907000,CA,95112
"514 N 21st St,",884,1,,2,1916,San Jose,,"6,250",343,Single Family Home,3,5,NR,28-Jun-18,303000,CA,95112
"198 N 12th St,","2,336",4,,9,1920,San Jose,58,"4,905",387,Multi-Family Home,3,5,NR,28-Jun-18,905000,CA,95112
"125 Patterson St Unit 213,","1,061",2,,2,2006,San Jose,,728,679,Condo/Townhome/Row Home/Co-Op,4,7,7,26-Jun-18,720000,CA,95112
"1421 N 1st St Unit 205,",731,1,,1,2006,San Jose,39,"1,100",793,Condo/Townhome/Row Home/Co-Op,3,4,7,18-Jun-18,580000,CA,95112
"30 E Julian St Unit 314,",838,1,,1,2000,San Jose,49,838,751,Condo/Townhome/Row Home/Co-Op,3,5,NR,15-Jun-18,629500,CA,95112
"421 Elizabeth St,",880,1,,2,1909,San Jose,35,"2,200",825,Single Family Home,3,5,7,15-Jun-18,726000,CA,95112
"408 N 3rd St,","1,500",2,,3,1900,San Jose,48,"4,727",843,Single Family Home,3,3,NR,11-Jun-18,1265000,CA,95112
"88 E San Fernando St Unit 701,","1,069",2,,2,2008,San Jose,47,279,792,Condo/Townhome/Row Home/Co-Op,3,5,7,31-Jul-18,847000,CA,95113
"88 E San Fernando St Unit 2006,",673,1,,0,2008,San Jose,27,279,"1,033",Condo/Townhome/Row Home/Co-Op,3,5,7,26-Jul-18,695000,CA,95113
"88 E San Fernando St Unit 2003,","1,347",2,1,2,2008,San Jose,157,279,891,Condo/Townhome/Row Home/Co-Op,3,5,7,9-Jul-18,1200000,CA,95113
"2260 Angie Ave,","1,600",2,,4,1959,San Jose,45,"6,825",609,Multi-Family Home,1,2,NR,31-Jul-18,975000,CA,95116
"971 Brookwood Ave,",902,2,,2,1930,San Jose,36,"3,960",831,Single Family Home,3,NR,4,31-Jul-18,750000,CA,95116
"65 N King Rd,",864,1,,4,1940,San Jose,17,0.23,781,Multi-Family Home,3,NR,NR,30-Jul-18,675000,CA,95116
"209 S 19th St,","1,035",1,,3,1901,San Jose,44,"7,800",773,Single Family Home,3,NR,4,30-Jul-18,800000,CA,95116
"118 Damsen Dr,","1,069",2,,3,1988,San Jose,142,"1,300",599,Condo/Townhome/Row Home/Co-Op,6,4,NR,26-Jul-18,640000,CA,95116
"189 Silcreek Dr,","1,313",2,,2,1984,San Jose,89,"3,080",446,Condo/Townhome/Row Home/Co-Op,3,3,NR,25-Jul-18,586000,CA,95116
"1489 Mount Hamilton View Dr,","1,136",1,,2,1930,San Jose,46,"5,843",660,Single Family Home,3,NR,NR,20-Jul-18,750000,CA,95116
"224 S 19th St,","1,220",1,,2,1948,San Jose,11,"7,800",697,Single Family Home,3,NR,4,20-Jul-18,850000,CA,95116
"2234 Alexian Dr,",976,2,,2,1985,San Jose,42,"2,825",517,Condo/Townhome/Row Home/Co-Op,6,4,NR,13-Jul-18,505000,CA,95116
"765 Bonita Pl,","1,231",2,1,3,2005,San Jose,37,700,561,Condo/Townhome/Row Home/Co-Op,3,2,4,13-Jul-18,690000,CA,95116
"85-87 Eastwood Ct,","1,530",,,4,1956,San Jose,34,,635,Multi-Family Home,3,NR,NR,10-Jul-18,972000,CA,95116
"87 Eastwood Ct,","1,530",,,,1956,San Jose,35,"5,942",635,Multi-Family Home,3,NR,NR,10-Jul-18,972000,CA,95116
"121 Schott St,",933,2,,2,1986,San Jose,148,"2,640",697,Single Family Home,6,4,NR,3-Jul-18,650000,CA,95116
"415 Coyote Creek Cir,",849,2,,2,1984,San Jose,67,"1,120",654,Condo/Townhome/Row Home/Co-Op,4,5,NR,3-Jul-18,555000,CA,95116
"2023 Sunset View Pl,","1,103",2,,3,1982,San Jose,43,"4,200",680,Single Family Home,4,2,3,22-Jun-18,750000,CA,95116
"1732 Cooley Dr,","1,651",2,,4,1980,San Jose,225,"5,994",363,Single Family Home,3,2,4,21-Jun-18,600000,CA,95116
"2104 Shortridge Ave Unit B,","1,652",2,,4,1920,San Jose,48,"5,800",502,Single Family Home,4,2,NR,21-Jun-18,830000,CA,95116
"1698 Whitton Ave,","1,328",2,,3,1940,San Jose,29,"3,354",633,Single Family Home,3,NR,4,13-Jun-18,840000,CA,95116
"1834 Margaret St,","1,109",1,,2,1947,San Jose,36,"6,477",564,Single Family Home,3,2,4,13-Jun-18,625000,CA,95116
"144 Basch Ave,","1,032",1,,2,1951,San Jose,29,"5,350",640,Single Family Home,3,3,NR,14-Jun-18,660000,CA,95116
"1361 E San Fernando St,","1,620",,,3,1950,San Jose,69,"5,480",664,Multi-Family Home,3,NR,4,12-Jun-18,1075000,CA,95116
"1348 Essex Way,","3,928",,,9,1967,San Jose,179,"6,120",415,Multi-Family Home,4,4,7,7-Aug-18,1630000,CA,95117
"718 Millich Dr Unit A,","1,018",2,,2,1964,San Jose,,"1,196",982,Condo/Townhome/Row Home/Co-Op,4,4,7,26-Jul-18,1000000,CA,95117
"3412 Kirkwood Dr,","2,492",3,,5,1956,San Jose,62,"8,260",492,Single Family Home,6,5,5,16-Jul-18,1225000,CA,95117
"1042 Oakmont Pl,","2,020",2,1,3,1990,San Jose,33,"3,520",643,Single Family Home,4,7,7,16-Jul-18,1298000,CA,95117
"3596 Payne Ave Apt 12,",910,1,,2,1963,San Jose,43,"1,050",623,Condo/Townhome/Row Home/Co-Op,7,7,7,13-Jul-18,567000,CA,95117
"994 Orchid Way,","1,220",2,,3,1962,San Jose,28,"5,992","1,123",Single Family Home,8,8,7,6-Jul-18,1370000,CA,95117
"3393 Lynn Oaks Dr,","1,902",2,,3,1963,San Jose,63,"7,000",815,Single Family Home,6,5,5,27-Jun-18,1550000,CA,95117
"849 Eden Ave,","1,673",2,,4,1956,San Jose,42,"8,280",867,Single Family Home,6,5,5,22-Jun-18,1450000,CA,95117
"3286 Payne Ave,","1,817",2,1,3,2002,San Jose,37,"3,110",754,Single Family Home,4,4,7,22-Jun-18,1370000,CA,95117
"556 Quail Bush Ct,","1,117",2,1,2,1985,San Jose,50,600,900,Condo/Townhome/Row Home/Co-Op,6,5,5,15-Jun-18,1005000,CA,95117
"470 Boynton Ave,","29,716",,,9,1968,San Jose,129,,478,Multi-Family Home,6,5,5,15-Jun-18,14200000,CA,95117
"3325 Jericho Ln,","1,926",2,1,4,1956,San Jose,46,"8,095",914,Single Family Home,7,7,7,13-Jun-18,1760000,CA,95117
"1347 Lexington Dr,","3,928",,,9,1967,San Jose,50,"6,848",404,Multi-Family Home,4,4,7,14-Jun-18,1585000,CA,95117
"3575 Margate Ave,","1,766",2,,3,1955,San Jose,23,"6,882",713,Single Family Home,6,5,5,14-Jun-18,1260000,CA,95117
"3348 Walton Way,","1,904",2,1,4,1957,San Jose,28,"7,956",998,Single Family Home,7,7,7,11-Jun-18,1900000,CA,95117
"1590 Willowmont Ave,","1,426",2,1,3,1958,San Jose,32,"6,324",968,Single Family Home,8,5,8,6-Aug-18,1381000,CA,95118
"1497 Portobelo Dr,","1,579",2,,3,1967,San Jose,51,"7,035",782,Single Family Home,9,8,8,2-Aug-18,1235000,CA,95118
"1439 Merrywood Dr,","1,775",3,,4,1960,San Jose,44,"6,042",789,Single Family Home,8,8,8,2-Aug-18,1400000,CA,95118
"5342 Dent Ave,","1,300",2,,3,1959,San Jose,21,"6,042",981,Single Family Home,8,8,8,31-Jul-18,1275000,CA,95118
"5416 Clovercrest Dr,","1,220",2,,3,1961,San Jose,49,"7,056",947,Single Family Home,4,6,8,31-Jul-18,1155000,CA,95118
"1431 Dentwood Dr,","1,220",2,,3,1960,San Jose,35,"6,120",861,Single Family Home,8,8,8,30-Jul-18,1050000,CA,95118
"1524 Hallbrook Dr,","1,293",2,,3,1961,San Jose,41,"6,000",909,Single Family Home,8,5,8,30-Jul-18,1175000,CA,95118
"3976 Normandale Dr,","1,400",2,,3,1964,San Jose,19,"5,992",882,Single Family Home,8,5,8,30-Jul-18,1235000,CA,95118
"1568 Ilikai Ave,","1,956",2,,4,1975,San Jose,38,"6,260",845,Single Family Home,9,8,8,27-Jul-18,1653000,CA,95118
"5121 Yucatan Way,","1,744",2,,4,1967,San Jose,48,"6,100",763,Single Family Home,9,8,8,25-Jul-18,1330000,CA,95118
"4106 Malvini Dr,","1,511",2,,3,1965,San Jose,32,"5,992",774,Single Family Home,8,5,8,23-Jul-18,1170000,CA,95118
"3767 Almaden Rd,","2,394",3,,5,1958,San Jose,47,0.25,635,Single Family Home,8,5,8,23-Jul-18,1520000,CA,95118
"5047 Wayland Ave,","1,408",2,,4,1965,San Jose,56,"6,000",824,Single Family Home,4,5,8,17-Jul-18,1160000,CA,95118
"5592 Le Fevre Dr,","1,874",2,1,3,1994,San Jose,36,"3,037",752,Single Family Home,9,8,8,13-Jul-18,1410000,CA,95118
"4098 Duggan Dr,","1,579",2,,3,1961,San Jose,41,"7,500",792,Single Family Home,8,5,8,10-Jul-18,1250000,CA,95118
"1395 Courtyard Dr,","1,522",2,,3,1973,San Jose,37,"5,040",821,Single Family Home,8,5,8,29-Jun-18,1250000,CA,95118
"4221 Corte De Tebaldi,","1,614",2,,3,1975,San Jose,28,"8,400",991,Single Family Home,9,8,8,29-Jun-18,1600000,CA,95118
"1376 Branham Ln Unit 4,",798,1,,2,1970,San Jose,18,"7,080",667,Condo/Townhome/Row Home/Co-Op,4,5,8,26-Jun-18,532000,CA,95118
"1416 Ridgewood Dr,","1,556",2,,3,1960,San Jose,52,"6,300",816,Single Family Home,8,8,8,22-Jun-18,1270000,CA,95118
"5109 Yucatan Way,","2,331",2,1,4,1968,San Jose,37,"6,180",665,Single Family Home,9,8,8,22-Jun-18,1551000,CA,95118
"1325 Coniston Ct,","3,141",,,6,1979,San Jose,37,"7,920",462,Multi-Family Home,4,6,8,22-Jun-18,1450000,CA,95118
"5551 Yale Dr,","1,189",2,,3,1959,San Jose,43,"6,300",892,Single Family Home,8,8,8,22-Jun-18,1060000,CA,95118
"1391 Melwood Dr,","1,080",2,,3,1960,San Jose,51,"6,148",926,Single Family Home,4,6,8,21-Jun-18,1000000,CA,95118
"1306 Shawn Dr Unit 2,",903,1,,2,1970,San Jose,23,"8,250",609,Condo/Townhome/Row Home/Co-Op,4,5,8,21-Jun-18,550000,CA,95118
"5585 Cornell Dr,","1,189",2,,3,1959,San Jose,55,"6,300","1,304",Single Family Home,8,8,8,20-Jun-18,1550000,CA,95118
"4874 Pine Forest Pl,",997,2,,2,1986,San Jose,49,436,752,Condo/Townhome/Row Home/Co-Op,8,8,8,19-Jun-18,750000,CA,95118
"1611 Hillsdale Ave,","1,140",1,,4,1953,San Jose,48,"5,985",753,Single Family Home,7,6,6,19-Jun-18,858000,CA,95118
"1429 Sprucewood Dr,","1,300",2,,3,1960,San Jose,32,"6,148",962,Single Family Home,8,8,8,18-Jun-18,1250000,CA,95118
"1628 Bowling Ln,","2,133",3,,3,1962,San Jose,64,"6,600",656,Single Family Home,8,8,8,15-Jun-18,1400000,CA,95118
"1456 Quartz Way,","1,713",3,,4,1961,San Jose,27,"7,210",919,Single Family Home,8,5,8,14-Jun-18,1575000,CA,95118
"1383 Santa Fe Dr,","1,408",2,,4,1963,San Jose,66,"6,000",639,Single Family Home,4,5,8,15-Jun-18,900000,CA,95118
"5673 Holland Ln,","1,252",2,,4,1960,San Jose,66,"6,000",719,Single Family Home,9,8,8,15-Jun-18,900000,CA,95118
"6261 Solano Dr,","2,181",2,1,5,1970,San Jose,97,"6,000",587,Single Family Home,8,7,8,30-Jul-18,1280000,CA,95119
"281 Vineyard Dr,","1,308",2,,4,1970,San Jose,57,"6,000",573,Single Family Home,5,7,8,27-Jul-18,750000,CA,95119
"6117 Yeadon Way,","1,680",2,1,4,1996,San Jose,30,"4,000",690,Single Family Home,8,7,5,6-Jul-18,1160000,CA,95119
"290 El Portal Way,","2,312",2,,5,1968,San Jose,46,"6,100",541,Single Family Home,8,7,NR,29-Jun-18,1250000,CA,95119
"259 Oronsay Way,","2,256",2,1,4,1974,San Jose,39,"6,909",510,Single Family Home,5,7,8,24-Jun-18,1150000,CA,95119
"199 Prague Dr,","2,256",3,,4,1975,San Jose,,"5,850",110,Single Family Home,5,7,8,21-Jun-18,247500,CA,95119
"6984 Polvadero Dr,","1,508",2,1,3,1970,San Jose,51,"6,000",580,Single Family Home,5,7,8,21-Jun-18,875000,CA,95119
"260 Los Palmos Way,","2,181",3,,5,1970,San Jose,66,"6,000",459,Single Family Home,8,7,NR,15-Jun-18,1000000,CA,95119
"6137 Yeadon Way,","2,039",3,,4,1996,San Jose,42,"4,000",667,Single Family Home,8,7,5,14-Jun-18,1360000,CA,95119
"301 Blairbeth Dr,","1,067",2,,3,1972,San Jose,35,"6,261",898,Single Family Home,5,7,8,14-Jun-18,958000,CA,95119
"6635 Catamaran St,","2,010",2,,4,1972,San Jose,59,"6,000",585,Single Family Home,5,7,8,11-Jun-18,1175000,CA,95119
"6276 Ginashell Cir,","2,039",3,,4,1996,San Jose,,"4,000",638,Single Family Home,8,7,5,12-Jun-18,1300000,CA,95119
"5828 Recife Way,","1,858",2,,3,1971,San Jose,44,"8,050",727,Single Family Home,9,6,8,2-Aug-18,1350000,CA,95120
"6569 Crown Blvd,","3,662",,,6,1973,San Jose,21,0.29,498,Multi-Family Home,9,6,10,1-Aug-18,1825000,CA,95120
"6427 Trinidad Dr,","1,867",2,,4,1976,San Jose,48,"8,000",841,Single Family Home,9,6,10,31-Jul-18,1570000,CA,95120
"7255 Martwood Way,","1,538",2,1,3,1985,San Jose,41,"4,394",839,Single Family Home,10,8,10,30-Jul-18,1290000,CA,95120
"5992 Dry Oak Ct,","2,559",3,,3,1989,San Jose,14,"3,636",586,Condo/Townhome/Row Home/Co-Op,9,6,8,27-Jul-18,1500000,CA,95120
"6082 Almaden Expy,","1,800",2,,3,1965,San Jose,,1.92,800,Single Family Home,9,6,10,26-Jul-18,1440000,CA,95120
"6020 Rocco Ct,","2,236",1,1,3,2018,San Jose,40,,644,Single Family Home,,,,26-Jul-18,1440000,CA,95120
"1030 Nightfall Ct,","2,167",2,,4,1969,San Jose,30,"7,700",765,Single Family Home,10,8,10,26-Jul-18,1658000,CA,95120
"6562 Graystone Meadow Cir,","2,955",3,1,5,1995,San Jose,37,0.32,778,Single Family Home,10,8,10,26-Jul-18,2300000,CA,95120
"6538 Hampton Dr,","1,908",2,,4,1962,San Jose,34,0.25,804,Single Family Home,9,6,10,25-Jul-18,1534237,CA,95120
"1124 Macias Ln,","3,780",4,,4,2006,San Jose,127,"7,378",611,Single Family Home,9,8,10,25-Jul-18,2310000,CA,95120
"1311 Lindahl Ct,","2,265",2,,4,1970,San Jose,36,"8,800",596,Single Family Home,9,6,8,24-Jul-18,1350000,CA,95120
"7006 Silver Star Ct,","1,984",2,1,3,1994,San Jose,28,"1,218",638,Condo/Townhome/Row Home/Co-Op,9,8,10,23-Jul-18,1265000,CA,95120
"6340 Farm Hill Way,","1,125",2,,3,1961,San Jose,36,"8,175",947,Single Family Home,9,6,10,20-Jul-18,1065000,CA,95120
"1309 Mountain Quail Cir,","2,372",3,,3,1988,San Jose,39,"5,358",738,Single Family Home,9,8,10,17-Jul-18,1750000,CA,95120
"1485 De Palma Dr,","2,013",2,1,4,1968,San Jose,40,"7,904",706,Single Family Home,9,8,8,17-Jul-18,1422000,CA,95120
"1301 Salvatore Ct,","2,356",3,,5,1976,San Jose,39,"9,017",700,Single Family Home,9,6,8,16-Jul-18,1650000,CA,95120
"6023 Rocco Ct,","2,276",2,1,4,2018,San Jose,32,,692,Single Family Home,,,,12-Jul-18,1575000,CA,95120
"1656 Via Fortuna,","2,053",2,1,3,1997,San Jose,36,"3,240",682,Single Family Home,10,9,10,6-Jul-18,1400000,CA,95120
"6540 Pajaro Way,","2,110",2,,4,1962,San Jose,50,0.24,773,Single Family Home,9,6,10,6-Jul-18,1630000,CA,95120
"7024 Hollow Lake Way,","3,292",3,1,5,1999,San Jose,35,0.34,729,Single Family Home,9,8,10,5-Jul-18,2400000,CA,95120
"1441 Montelegre Dr,","2,054",2,1,5,1972,San Jose,25,"7,475",745,Single Family Home,9,6,8,3-Jul-18,1530000,CA,95120
"1268 Butterfly Dr,","1,534",2,,3,1972,San Jose,38,"8,582",926,Single Family Home,9,6,8,29-Jun-18,1420000,CA,95120
"6854 Burnside Dr,","2,240",3,,4,1972,San Jose,23,"8,050",714,Single Family Home,10,8,10,29-Jun-18,1600000,CA,95120
"7318 Alexis Manor Pl,","2,723",3,,5,1999,San Jose,35,"7,083",716,Single Family Home,10,8,10,27-Jun-18,1950000,CA,95120
"1338 Quail Creek Cir,","1,827",2,,3,1991,San Jose,29,"5,940",832,Single Family Home,9,8,10,22-Jun-18,1520000,CA,95120
"6352 Firefly Dr,","1,657",2,,4,1972,San Jose,39,"6,000",806,Single Family Home,9,6,8,22-Jun-18,1335000,CA,95120
"1703 Via Lugano,","2,099",2,1,4,1998,San Jose,39,"3,240",762,Single Family Home,10,9,10,19-Jun-18,1600000,CA,95120
"1181 Starling Ridge Ct,","3,292",3,1,5,1997,San Jose,1,0.27,702,Single Family Home,9,8,10,18-Jun-18,2310000,CA,95120
"6598 Crystal Springs Dr,","2,481",2,1,4,1966,San Jose,45,0.31,775,Single Family Home,9,6,10,15-Jun-18,1922000,CA,95120
"1181 Starling Ridge Ct,","3,292",3,1,5,1997,San Jose,1,0.27,702,Single Family Home,9,8,10,18-Jun-18,2310000,CA,95120
