address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"4098 Duggan Dr,","1,579",2,,3,1961,San Jose,41,"7,500",792,Single Family Home,8,5,8,"July 10, 2018 ",1250000,CA,95118
"1644 Fallbrook Ave,","2,323",3,,4,1962,San Jose,35,"9,800",775,Single Family Home,6,7,7,"July 10, 2018 ",1800000,CA,95130
"144 S 3rd St Unit 520,",858,1,,1,1996,San Jose,43,871,815,Condo/Townhome/Row Home/Co-Op,3,5,7,"July 10, 2018 ",699000,CA,95112
"3046 Fairfax Ave,","1,186",2,,3,1965,San Jose,20,"6,136",767,Single Family Home,5,8,8,"July 10, 2018 ",910000,CA,95148
"1115 Lennon Way,","2,459",2,1,4,1998,San Jose,41,"6,500",834,Single Family Home,9,6,6,"July 10, 2018 ",2050000,CA,95125
"3811 Mosher Dr,","4,065",4,1,5,2008,San Jose,48,"6,667",497,Single Family Home,9,8,10,"July 10, 2018 ",2020000,CA,95148
"2016 Seebeck Ct,","1,372",2,,3,1970,San Jose,36,"5,200",911,Single Family Home,7,6,10,"July 10, 2018 ",1250500,CA,95132
"1552 Shore Dr,","1,693",2,1,3,2014,San Jose,38,"1,700",789,Single Family Home,6,6,1,"July 10, 2018 ",1336500,CA,95131
"1361 Marcello Dr,","1,519",2,1,2,2010,San Jose,39,"1,226",678,Condo/Townhome/Row Home/Co-Op,6,NR,2,"July 10, 2018 ",1030000,CA,95131
"2285 Maywood Ave,","1,424",1,,3,1948,San Jose,62,"8,684",895,Single Family Home,5,5,5,"July  9, 2018 ",1275000,CA,95128
